negara,provinsi,tanggal,terkonfirmasi,meninggal,sembuh,aktif
Russia,Murmansk Oblast,2021-07-18,58564,1450,50284,6830
Russia,Nenets Autonomous Okrug,2021-07-18,1408,10,1215,183
Russia,Nizhny Novgorod Oblast,2021-07-18,133603,4707,122056,6840
Russia,North Ossetia - Alania Republic,2021-07-18,18008,236,16848,924
Russia,Novgorod Oblast,2021-07-18,34466,195,32663,1608
Russia,Novosibirsk Oblast,2021-07-18,50095,2214,43412,4469
Russia,Omsk Oblast,2021-07-18,56443,1585,51902,2956
Russia,Orel Oblast,2021-07-18,39080,792,36967,1321
Russia,Orenburg Oblast,2021-07-18,52232,1180,44763,6289
Russia,Penza Oblast,2021-07-18,53175,1350,45893,5932
Russia,Perm Krai,2021-07-18,67500,2944,59885,4671
Russia,Primorsky Krai,2021-07-18,51182,865,45382,4935
Russia,Pskov Oblast,2021-07-18,42052,521,34850,6681
Russia,Rostov Oblast,2021-07-18,104686,4944,93401,6341
Russia,Ryazan Oblast,2021-07-18,33427,732,31265,1430
Russia,Saint Petersburg,2021-07-18,503635,18224,479702,5709
Russia,Sakha (Yakutiya) Republic,2021-07-18,43069,836,39172,3061
Russia,Sakhalin Oblast,2021-07-18,26073,91,24596,1386
Russia,Samara Oblast,2021-07-18,71795,2485,67629,1681
Russia,Saratov Oblast,2021-07-18,69884,1561,65544,2779
Russia,Smolensk Oblast,2021-07-18,38915,1239,33178,4498
Russia,Stavropol Krai,2021-07-18,60754,1794,55323,3637
Russia,Sverdlovsk Oblast,2021-07-18,100993,4119,94010,2864
Russia,Tambov Oblast,2021-07-18,36439,656,34591,1192
Russia,Tatarstan Republic,2021-07-18,23260,578,20806,1876
Russia,Tomsk Oblast,2021-07-18,35637,495,33045,2097
Russia,Tula Oblast,2021-07-18,45520,2341,40342,2837
Russia,Tver Oblast,2021-07-18,50224,1275,42994,5955
Russia,Tyumen Oblast,2021-07-18,43046,882,40430,1734
Russia,Tyva Republic,2021-07-18,18991,226,16966,1799
Russia,Udmurt Republic,2021-07-18,37970,1129,32969,3872
Russia,Ulyanovsk Oblast,2021-07-18,62259,1845,58441,1973
Russia,Vladimir Oblast,2021-07-18,40425,1370,37785,1270
Russia,Volgograd Oblast,2021-07-18,67152,1661,61005,4486
Russia,Vologda Oblast,2021-07-18,51783,1289,46449,4045
Russia,Voronezh Oblast,2021-07-18,97845,3397,92025,2423
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-18,41969,448,40012,1509
Russia,Yaroslavl Oblast,2021-07-18,47137,788,42360,3989
Russia,Zabaykalsky Krai,2021-07-18,52435,848,47250,4337
Russia,Adygea Republic,2021-07-19,15684,281,14741,662
Russia,Altai Krai,2021-07-19,58822,2709,47973,8140
Russia,Altai Republic,2021-07-19,18805,259,17512,1034
Russia,Amur Oblast,2021-07-19,26164,323,24107,1734
Russia,Arkhangelsk Oblast,2021-07-19,71349,1067,67393,2889
Russia,Astrakhan Oblast,2021-07-19,39967,965,35642,3360
Russia,Bashkortostan Republic,2021-07-19,45221,694,41746,2781
Russia,Belgorod Oblast,2021-07-19,42906,829,40288,1789
Russia,Bryansk Oblast,2021-07-19,50627,688,46058,3881
Russia,Buryatia Republic,2021-07-19,49685,1565,45055,3065
Russia,Chechen Republic,2021-07-19,14449,249,12680,1520
Russia,Chelyabinsk Oblast,2021-07-19,69695,1983,63586,4126
Russia,Chukotka Autonomous Okrug,2021-07-19,991,8,772,211
Russia,Chuvashia Republic,2021-07-19,28439,1650,25878,911
Russia,Dagestan Republic,2021-07-19,39299,1627,35215,2457
Russia,Ingushetia Republic,2021-07-19,16982,204,16006,772
Russia,Irkutsk Oblast,2021-07-19,80668,3324,70586,6758
Russia,Ivanovo Oblast,2021-07-19,40040,1352,37218,1470
Russia,Jewish Autonomous Okrug,2021-07-19,5271,167,4427,677
Russia,Kabardino-Balkarian Republic,2021-07-19,26009,553,24262,1194
Russia,Kaliningrad Oblast,2021-07-19,40392,565,38066,1761
Russia,Kalmykia Republic,2021-07-19,23431,443,21256,1732
Russia,Kaluga Oblast,2021-07-19,39522,430,37286,1806
Russia,Kamchatka Krai,2021-07-19,16149,238,14356,1555
Russia,Karachay-Cherkess Republic,2021-07-19,21696,233,20525,938
Russia,Karelia Republic,2021-07-19,53702,686,50242,2774
Russia,Kemerovo Oblast,2021-07-19,43452,914,40848,1690
Russia,Khabarovsk Krai,2021-07-19,61550,569,55929,5052
Russia,Khakassia Republic,2021-07-19,28150,685,24363,3102
Russia,Khanty-Mansi Autonomous Okrug,2021-07-19,63047,884,59651,2512
Russia,Kirov Oblast,2021-07-19,48842,413,46125,2304
Russia,Komi Republic,2021-07-19,51823,1117,46380,4326
Russia,Kostroma Oblast,2021-07-19,25529,568,21167,3794
Russia,Krasnodar Krai,2021-07-19,55998,3857,46464,5677
Russia,Krasnoyarsk Krai,2021-07-19,85129,4199,72737,8193
Russia,Kurgan Oblast,2021-07-19,24268,476,22457,1335
Russia,Kursk Oblast,2021-07-19,44147,1027,41828,1292
Russia,Leningrad Oblast,2021-07-19,53169,1964,46232,4973
Russia,Lipetsk Oblast,2021-07-19,36795,1034,32114,3647
Russia,Magadan Oblast,2021-07-19,9151,134,8535,482
Russia,Mari El Republic,2021-07-19,15364,343,14346,675
Russia,Mordovia Republic,2021-07-19,23052,377,20501,2174
Russia,Moscow,2021-07-19,1467142,24484,1288984,153674
Russia,Moscow Oblast,2021-07-19,362558,6906,291555,64097
Russia,Murmansk Oblast,2021-07-19,58824,1459,50338,7027
Russia,Nenets Autonomous Okrug,2021-07-19,1423,10,1217,196
Russia,Nizhny Novgorod Oblast,2021-07-19,134134,4734,122454,6946
Russia,North Ossetia - Alania Republic,2021-07-19,18058,236,16861,961
Russia,Novgorod Oblast,2021-07-19,34624,197,32757,1670
Russia,Novosibirsk Oblast,2021-07-19,50278,2220,43457,4601
Russia,Omsk Oblast,2021-07-19,56795,1593,52109,3093
Russia,Orel Oblast,2021-07-19,39168,795,37041,1332
Russia,Orenburg Oblast,2021-07-19,52521,1183,44891,6447
Russia,Penza Oblast,2021-07-19,53405,1368,45918,6119
Russia,Perm Krai,2021-07-19,67907,2961,60085,4861
Russia,Primorsky Krai,2021-07-19,51442,867,45382,5193
Russia,Pskov Oblast,2021-07-19,42179,524,34861,6794
Russia,Rostov Oblast,2021-07-19,105026,4949,93686,6391
Russia,Ryazan Oblast,2021-07-19,33567,738,31372,1457
Russia,Saint Petersburg,2021-07-19,505573,18326,481000,6247
Russia,Sakha (Yakutiya) Republic,2021-07-19,43163,840,39186,3137
Russia,Sakhalin Oblast,2021-07-19,26170,91,24654,1425
Russia,Samara Oblast,2021-07-19,72075,2495,67820,1760
Russia,Saratov Oblast,2021-07-19,70118,1570,65689,2859
Russia,Smolensk Oblast,2021-07-19,39116,1246,33267,4603
Russia,Stavropol Krai,2021-07-19,61021,1800,55384,3837
Russia,Sverdlovsk Oblast,2021-07-19,101478,4131,94449,2898
Russia,Tambov Oblast,2021-07-19,36535,659,34635,1241
Russia,Tatarstan Republic,2021-07-19,23315,578,20814,1923
Russia,Tomsk Oblast,2021-07-19,35746,495,33067,2184
Russia,Tula Oblast,2021-07-19,45668,2347,40399,2922
Russia,Tver Oblast,2021-07-19,50493,1277,43060,6156
Russia,Tyumen Oblast,2021-07-19,43304,896,40599,1809
Russia,Tyva Republic,2021-07-19,19185,226,17012,1947
Russia,Udmurt Republic,2021-07-19,38115,1133,33014,3968
Russia,Ulyanovsk Oblast,2021-07-19,62512,1860,58577,2075
Russia,Vladimir Oblast,2021-07-19,40649,1370,37995,1284
Russia,Volgograd Oblast,2021-07-19,67449,1668,61107,4674
Russia,Vologda Oblast,2021-07-19,52010,1294,46603,4113
Russia,Voronezh Oblast,2021-07-19,98330,3412,92381,2537
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-19,42092,449,40097,1546
Russia,Yaroslavl Oblast,2021-07-19,47334,793,42446,4095
Russia,Zabaykalsky Krai,2021-07-19,52758,853,47474,4431
Russia,Adygea Republic,2021-07-20,15725,281,14751,693
Russia,Altai Krai,2021-07-20,59091,2729,48046,8316
Russia,Altai Republic,2021-07-20,18835,260,17556,1019
Russia,Amur Oblast,2021-07-20,26289,324,24160,1805
Russia,Arkhangelsk Oblast,2021-07-20,71569,1069,67566,2934
Russia,Astrakhan Oblast,2021-07-20,40233,977,35703,3553
Russia,Bashkortostan Republic,2021-07-20,45471,700,41948,2823
Russia,Belgorod Oblast,2021-07-20,43042,835,40348,1859
Russia,Bryansk Oblast,2021-07-20,50937,694,46201,4042
Russia,Buryatia Republic,2021-07-20,49929,1577,45318,3034
Russia,Chechen Republic,2021-07-20,14574,257,12701,1616
Russia,Chelyabinsk Oblast,2021-07-20,69992,1997,63740,4255
Russia,Chukotka Autonomous Okrug,2021-07-20,999,8,775,216
Russia,Chuvashia Republic,2021-07-20,28503,1655,25933,915
Russia,Dagestan Republic,2021-07-20,39496,1631,35378,2487
Russia,Ingushetia Republic,2021-07-20,17034,205,16027,802
Russia,Irkutsk Oblast,2021-07-20,81066,3360,70780,6926
Russia,Ivanovo Oblast,2021-07-20,40148,1355,37305,1488
Russia,Jewish Autonomous Okrug,2021-07-20,5309,168,4430,711
Russia,Kabardino-Balkarian Republic,2021-07-20,26084,556,24299,1229
Russia,Kaliningrad Oblast,2021-07-20,40630,565,38236,1829
Russia,Kalmykia Republic,2021-07-20,23539,445,21293,1801
Russia,Kaluga Oblast,2021-07-20,39649,434,37388,1827
Russia,Kamchatka Krai,2021-07-20,16199,238,14368,1593
Russia,Karachay-Cherkess Republic,2021-07-20,21753,236,20536,981
Russia,Karelia Republic,2021-07-20,53882,689,50421,2772
Russia,Kemerovo Oblast,2021-07-20,43655,919,41035,1701
Russia,Khabarovsk Krai,2021-07-20,61877,574,56159,5144
Russia,Khakassia Republic,2021-07-20,28326,691,24463,3172
Russia,Khanty-Mansi Autonomous Okrug,2021-07-20,63225,889,59867,2469
Russia,Kirov Oblast,2021-07-20,48961,415,46226,2320
Russia,Komi Republic,2021-07-20,52103,1123,46485,4495
Russia,Kostroma Oblast,2021-07-20,25665,570,21316,3779
Russia,Krasnodar Krai,2021-07-20,56237,3884,46522,5831
Russia,Krasnoyarsk Krai,2021-07-20,85619,4220,72947,8452
Russia,Kurgan Oblast,2021-07-20,24386,476,22531,1379
Russia,Kursk Oblast,2021-07-20,44337,1032,41996,1309
Russia,Leningrad Oblast,2021-07-20,53414,1977,46312,5125
Russia,Lipetsk Oblast,2021-07-20,37037,1042,32256,3739
Russia,Magadan Oblast,2021-07-20,9179,135,8542,502
Russia,Mari El Republic,2021-07-20,15421,345,14377,699
Russia,Mordovia Republic,2021-07-20,23118,380,20545,2193
Russia,Moscow,2021-07-20,1470330,24585,1296952,148793
Russia,Moscow Oblast,2021-07-20,365036,6928,293502,64606
Russia,Murmansk Oblast,2021-07-20,59083,1467,50382,7234
Russia,Nenets Autonomous Okrug,2021-07-20,1436,10,1225,201
Russia,Nizhny Novgorod Oblast,2021-07-20,134661,4763,122859,7039
Russia,North Ossetia - Alania Republic,2021-07-20,18110,239,16879,992
Russia,Novgorod Oblast,2021-07-20,34784,197,32863,1724
Russia,Novosibirsk Oblast,2021-07-20,50468,2229,43565,4674
Russia,Omsk Oblast,2021-07-20,57150,1596,52322,3232
Russia,Orel Oblast,2021-07-20,39254,799,37109,1346
Russia,Orenburg Oblast,2021-07-20,52814,1188,45022,6604
Russia,Penza Oblast,2021-07-20,53642,1386,45945,6311
Russia,Perm Krai,2021-07-20,68312,2981,60454,4877
Russia,Primorsky Krai,2021-07-20,51704,873,45618,5213
Russia,Pskov Oblast,2021-07-20,42304,528,35046,6730
Russia,Rostov Oblast,2021-07-20,105372,4969,93967,6436
Russia,Ryazan Oblast,2021-07-20,33706,742,31490,1474
Russia,Saint Petersburg,2021-07-20,507507,18424,482894,6189
Russia,Sakha (Yakutiya) Republic,2021-07-20,43259,845,39262,3152
Russia,Sakhalin Oblast,2021-07-20,26268,91,24725,1452
Russia,Samara Oblast,2021-07-20,72356,2505,68088,1763
Russia,Saratov Oblast,2021-07-20,70354,1584,65877,2893
Russia,Smolensk Oblast,2021-07-20,39318,1252,33358,4708
Russia,Stavropol Krai,2021-07-20,61292,1807,55492,3993
Russia,Sverdlovsk Oblast,2021-07-20,101969,4147,94901,2921
Russia,Tambov Oblast,2021-07-20,36629,662,34666,1301
Russia,Tatarstan Republic,2021-07-20,23365,583,20853,1929
Russia,Tomsk Oblast,2021-07-20,35860,495,33091,2274
Russia,Tula Oblast,2021-07-20,45819,2355,40458,3006
Russia,Tver Oblast,2021-07-20,50763,1282,43208,6273
Russia,Tyumen Oblast,2021-07-20,43566,902,40847,1817
Russia,Tyva Republic,2021-07-20,19374,226,17070,2078
Russia,Udmurt Republic,2021-07-20,38259,1137,33063,4059
Russia,Ulyanovsk Oblast,2021-07-20,62770,1874,58816,2080
Russia,Vladimir Oblast,2021-07-20,40866,1374,38177,1315
Russia,Volgograd Oblast,2021-07-20,67764,1680,61234,4850
Russia,Vologda Oblast,2021-07-20,52235,1303,46755,4177
Russia,Voronezh Oblast,2021-07-20,98795,3422,92740,2633
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-20,42215,452,40200,1563
Russia,Yaroslavl Oblast,2021-07-20,47532,797,42540,4195
Russia,Zabaykalsky Krai,2021-07-20,53086,861,47761,4464
Russia,Adygea Republic,2021-07-21,15768,281,14780,707
Russia,Altai Krai,2021-07-21,59364,2745,48134,8485
Russia,Altai Republic,2021-07-21,18894,261,17606,1027
Russia,Amur Oblast,2021-07-21,26410,327,24209,1874
Russia,Arkhangelsk Oblast,2021-07-21,71786,1077,67735,2974
Russia,Astrakhan Oblast,2021-07-21,40502,988,35773,3741
Russia,Bashkortostan Republic,2021-07-21,45718,706,42108,2904
Russia,Belgorod Oblast,2021-07-21,43176,840,40483,1853
Russia,Bryansk Oblast,2021-07-21,51250,701,46413,4136
Russia,Buryatia Republic,2021-07-21,50166,1590,45571,3005
Russia,Chechen Republic,2021-07-21,14703,257,12704,1742
Russia,Chelyabinsk Oblast,2021-07-21,70291,2009,63907,4375
Russia,Chukotka Autonomous Okrug,2021-07-21,1022,8,780,234
Russia,Chuvashia Republic,2021-07-21,28571,1659,25995,917
Russia,Dagestan Republic,2021-07-21,39694,1634,35526,2534
Russia,Ingushetia Republic,2021-07-21,17089,206,16053,830
Russia,Irkutsk Oblast,2021-07-21,81461,3402,70965,7094
Russia,Ivanovo Oblast,2021-07-21,40259,1358,37389,1512
Russia,Jewish Autonomous Okrug,2021-07-21,5346,169,4432,745
Russia,Kabardino-Balkarian Republic,2021-07-21,26159,560,24330,1269
Russia,Kaliningrad Oblast,2021-07-21,40870,565,38405,1900
Russia,Kalmykia Republic,2021-07-21,23649,449,21330,1870
Russia,Kaluga Oblast,2021-07-21,39785,438,37493,1854
Russia,Kamchatka Krai,2021-07-21,16250,238,14378,1634
Russia,Karachay-Cherkess Republic,2021-07-21,21811,240,20543,1028
Russia,Karelia Republic,2021-07-21,54079,690,50619,2770
Russia,Kemerovo Oblast,2021-07-21,43853,924,41229,1700
Russia,Khabarovsk Krai,2021-07-21,62211,579,56418,5214
Russia,Khakassia Republic,2021-07-21,28505,695,24746,3064
Russia,Khanty-Mansi Autonomous Okrug,2021-07-21,63408,896,60048,2464
Russia,Kirov Oblast,2021-07-21,49082,417,46330,2335
Russia,Komi Republic,2021-07-21,52381,1131,46571,4679
Russia,Kostroma Oblast,2021-07-21,25803,575,21408,3820
Russia,Krasnodar Krai,2021-07-21,56482,3911,46586,5985
Russia,Krasnoyarsk Krai,2021-07-21,86118,4239,73138,8741
Russia,Kurgan Oblast,2021-07-21,24506,476,22604,1426
Russia,Kursk Oblast,2021-07-21,44529,1038,42163,1328
Russia,Leningrad Oblast,2021-07-21,53657,1989,46395,5273
Russia,Lipetsk Oblast,2021-07-21,37282,1051,32474,3757
Russia,Magadan Oblast,2021-07-21,9204,136,8551,517
Russia,Mari El Republic,2021-07-21,15480,346,14407,727
Russia,Mordovia Republic,2021-07-21,23183,382,20589,2212
Russia,Moscow,2021-07-21,1473584,24689,1304958,143937
Russia,Moscow Oblast,2021-07-21,367197,6949,295499,64749
Russia,Murmansk Oblast,2021-07-21,59344,1476,50442,7426
Russia,Nenets Autonomous Okrug,2021-07-21,1450,10,1229,211
Russia,Nizhny Novgorod Oblast,2021-07-21,135198,4791,123276,7131
Russia,North Ossetia - Alania Republic,2021-07-21,18163,242,16895,1026
Russia,Novgorod Oblast,2021-07-21,34940,197,32965,1778
Russia,Novosibirsk Oblast,2021-07-21,50669,2240,43688,4741
Russia,Omsk Oblast,2021-07-21,57511,1599,52538,3374
Russia,Orel Oblast,2021-07-21,39339,804,37180,1355
Russia,Orenburg Oblast,2021-07-21,53109,1195,45160,6754
Russia,Penza Oblast,2021-07-21,53881,1404,45976,6501
Russia,Perm Krai,2021-07-21,68725,3001,60756,4968
Russia,Primorsky Krai,2021-07-21,51964,874,45806,5284
Russia,Pskov Oblast,2021-07-21,42429,530,35166,6733
Russia,Rostov Oblast,2021-07-21,105720,4990,94246,6484
Russia,Ryazan Oblast,2021-07-21,33844,746,31605,1493
Russia,Saint Petersburg,2021-07-21,509446,18527,484822,6097
Russia,Sakha (Yakutiya) Republic,2021-07-21,43358,851,39314,3193
Russia,Sakhalin Oblast,2021-07-21,26371,94,24798,1479
Russia,Samara Oblast,2021-07-21,72645,2516,68353,1776
Russia,Saratov Oblast,2021-07-21,70592,1594,66098,2900
Russia,Smolensk Oblast,2021-07-21,39522,1260,33452,4810
Russia,Stavropol Krai,2021-07-21,61568,1813,55584,4171
Russia,Sverdlovsk Oblast,2021-07-21,102458,4165,95349,2944
Russia,Tambov Oblast,2021-07-21,36726,665,34779,1282
Russia,Tatarstan Republic,2021-07-21,23413,583,20859,1971
Russia,Tomsk Oblast,2021-07-21,35972,496,33116,2360
Russia,Tula Oblast,2021-07-21,45968,2362,40520,3086
Russia,Tver Oblast,2021-07-21,51031,1290,43411,6330
Russia,Tyumen Oblast,2021-07-21,43829,908,41090,1831
Russia,Tyva Republic,2021-07-21,19564,226,17126,2212
Russia,Udmurt Republic,2021-07-21,38404,1142,33112,4150
Russia,Ulyanovsk Oblast,2021-07-21,63029,1886,59052,2091
Russia,Vladimir Oblast,2021-07-21,41086,1379,38361,1346
Russia,Volgograd Oblast,2021-07-21,68081,1689,61369,5023
Russia,Vologda Oblast,2021-07-21,52465,1309,46920,4236
Russia,Voronezh Oblast,2021-07-21,99258,3431,93102,2725
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-21,42339,454,40315,1570
Russia,Yaroslavl Oblast,2021-07-21,47737,802,42640,4295
Russia,Zabaykalsky Krai,2021-07-21,53403,867,48038,4498
Russia,Adygea Republic,2021-07-22,15815,283,14805,727
Russia,Altai Krai,2021-07-22,59635,2765,48232,8638
Russia,Altai Republic,2021-07-22,18946,261,17650,1035
Russia,Amur Oblast,2021-07-22,26529,329,24255,1945
Russia,Arkhangelsk Oblast,2021-07-22,72001,1079,67907,3015
Russia,Astrakhan Oblast,2021-07-22,40785,999,35819,3967
Russia,Bashkortostan Republic,2021-07-22,45966,712,42384,2870
Russia,Belgorod Oblast,2021-07-22,43320,846,40608,1866
Russia,Bryansk Oblast,2021-07-22,51553,709,46650,4194
Russia,Buryatia Republic,2021-07-22,50396,1602,45838,2956
Russia,Chechen Republic,2021-07-22,14834,270,12755,1809
Russia,Chelyabinsk Oblast,2021-07-22,70594,2022,64080,4492
Russia,Chukotka Autonomous Okrug,2021-07-22,1053,8,787,258
Russia,Chuvashia Republic,2021-07-22,28641,1663,26057,921
Russia,Dagestan Republic,2021-07-22,39893,1638,35663,2592
Russia,Ingushetia Republic,2021-07-22,17142,207,16074,861
Russia,Irkutsk Oblast,2021-07-22,81851,3440,71129,7282
Russia,Ivanovo Oblast,2021-07-22,40369,1361,37480,1528
Russia,Jewish Autonomous Okrug,2021-07-22,5385,170,4439,776
Russia,Kabardino-Balkarian Republic,2021-07-22,26238,564,24361,1313
Russia,Kaliningrad Oblast,2021-07-22,41101,565,38559,1977
Russia,Kalmykia Republic,2021-07-22,23763,452,21372,1939
Russia,Kaluga Oblast,2021-07-22,39918,443,37594,1881
Russia,Kamchatka Krai,2021-07-22,16303,238,14388,1677
Russia,Karachay-Cherkess Republic,2021-07-22,21870,248,20559,1063
Russia,Karelia Republic,2021-07-22,54272,694,50750,2828
Russia,Kemerovo Oblast,2021-07-22,44049,930,41420,1699
Russia,Khabarovsk Krai,2021-07-22,62543,584,56637,5322
Russia,Khakassia Republic,2021-07-22,28682,704,25031,2947
Russia,Khanty-Mansi Autonomous Okrug,2021-07-22,63594,902,60215,2477
Russia,Kirov Oblast,2021-07-22,49202,419,46429,2354
Russia,Komi Republic,2021-07-22,52662,1137,46664,4861
Russia,Kostroma Oblast,2021-07-22,25942,580,21548,3814
Russia,Krasnodar Krai,2021-07-22,56728,3937,46652,6139
Russia,Krasnoyarsk Krai,2021-07-22,86624,4258,73358,9008
Russia,Kurgan Oblast,2021-07-22,24628,476,22682,1470
Russia,Kursk Oblast,2021-07-22,44723,1043,42325,1355
Russia,Leningrad Oblast,2021-07-22,53904,1998,46475,5431
Russia,Lipetsk Oblast,2021-07-22,37526,1058,32890,3578
Russia,Magadan Oblast,2021-07-22,9232,138,8562,532
Russia,Mari El Republic,2021-07-22,15539,347,14441,751
Russia,Mordovia Republic,2021-07-22,23248,384,20635,2229
Russia,Moscow,2021-07-22,1477871,24791,1312545,140535
Russia,Moscow Oblast,2021-07-22,369032,6970,297511,64551
Russia,Murmansk Oblast,2021-07-22,59607,1485,50526,7596
Russia,Nenets Autonomous Okrug,2021-07-22,1464,10,1238,216
Russia,Nizhny Novgorod Oblast,2021-07-22,135732,4818,123699,7215
Russia,North Ossetia - Alania Republic,2021-07-22,18216,243,16926,1047
Russia,Novgorod Oblast,2021-07-22,35094,199,33062,1833
Russia,Novosibirsk Oblast,2021-07-22,50864,2249,43825,4790
Russia,Omsk Oblast,2021-07-22,57876,1603,52753,3520
Russia,Orel Oblast,2021-07-22,39420,808,37247,1365
Russia,Orenburg Oblast,2021-07-22,53409,1201,45316,6892
Russia,Penza Oblast,2021-07-22,54115,1423,46010,6682
Russia,Perm Krai,2021-07-22,69140,3028,61066,5046
Russia,Primorsky Krai,2021-07-22,52223,879,46013,5331
Russia,Pskov Oblast,2021-07-22,42556,535,35263,6758
Russia,Rostov Oblast,2021-07-22,106075,5010,94504,6561
Russia,Ryazan Oblast,2021-07-22,33981,749,31717,1515
Russia,Saint Petersburg,2021-07-22,511389,18622,486753,6014
Russia,Sakha (Yakutiya) Republic,2021-07-22,43460,857,39350,3253
Russia,Sakhalin Oblast,2021-07-22,26480,97,24865,1518
Russia,Samara Oblast,2021-07-22,72946,2526,68584,1836
Russia,Saratov Oblast,2021-07-22,70834,1608,66311,2915
Russia,Smolensk Oblast,2021-07-22,39726,1267,33550,4909
Russia,Stavropol Krai,2021-07-22,61850,1820,55671,4359
Russia,Sverdlovsk Oblast,2021-07-22,102953,4184,95805,2964
Russia,Tambov Oblast,2021-07-22,36825,668,34876,1281
Russia,Tatarstan Republic,2021-07-22,23465,587,20903,1975
Russia,Tomsk Oblast,2021-07-22,36087,496,33145,2446
Russia,Tula Oblast,2021-07-22,46115,2370,40580,3165
Russia,Tver Oblast,2021-07-22,51301,1293,43638,6370
Russia,Tyumen Oblast,2021-07-22,44094,913,41329,1852
Russia,Tyva Republic,2021-07-22,19752,227,17179,2346
Russia,Udmurt Republic,2021-07-22,38547,1147,33160,4240
Russia,Ulyanovsk Oblast,2021-07-22,63290,1895,59281,2114
Russia,Vladimir Oblast,2021-07-22,41302,1384,38541,1377
Russia,Volgograd Oblast,2021-07-22,68395,1696,61510,5189
Russia,Vologda Oblast,2021-07-22,52698,1315,47094,4289
Russia,Voronezh Oblast,2021-07-22,99718,3438,93471,2809
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-22,42462,456,40432,1574
Russia,Yaroslavl Oblast,2021-07-22,47941,808,42741,4392
Russia,Zabaykalsky Krai,2021-07-22,53723,874,48275,4574
Russia,Adygea Republic,2021-07-23,15864,283,14840,741
Russia,Altai Krai,2021-07-23,59909,2781,48333,8795
